"TANGGAL","CUSTOMER_CODE","NAME_1","CUSTOMER_SINCE","RT_RW","RESIDENCE","TAX_ID","SECTOR","TOWN_COUNTRY","COUNTRY","CUSTOMER_RATING","SMS_1","PHONE_1","PROVINCE","DISTRICT_CODE","POST_CODE","FUND_SOURCE","MOTH_MAIDEN","PLACE_BIRTH","DATE_OF_BIRTH","GENDER","EMPLOYERS_BUSS","EMPLOYMENT_STATUS","OCCUPATION","MARITAL_STATUS","EDUCATION","RELIGION","LEGAL_ID_NO","LEGAL_TYPE","NATIONALITY","RESIDE_Y_N","GUARANTOR_CODE","SID_RELATI_BANK","LBU_CUST_TYPE","EMPLOYERS_NAME","EMPLOYERS_ADD","STREET","FUND_SOURCE_AMT","COMPANY_BOOK","SHORT_NAME","BUSINESS_TYPE","FIRST_REG_NO","FIRST_REG_DATE","LEGAL_ID","LEGAL_ISS_DATE","LEGAL_EXP_DATE","SID_ECO_SECTOR","ACCOUNT_OFFICER","ADDR_PHONE_AREA","TAXABLE","OFF_PHONE","CUST_TYPE","KOLEK","JOB_TITLE","EMAIL","RISK_LEVEL_ID"
"2025-05-19",10443886,PT Nainggolan Yulianti (Persero) Tbk,"2017-07-04","004/003",Gg. Surapati No. 916,"729-81-4655","29",Gorontalo,Indonesia,C,"6876596471817",+62 (340) 961-9975,Jambi,"3126","28690",Chartered loss adjuster,Wani,Lubuklinggau,"1987-11-26",M,UD Setiawan Hakim,Freelance,Passenger transport manager,Single,S2,Islam,"4637453833298240",KTP,ID,N,"2724","5092","1",CV Lazuardi,"Jalan Bangka Raya No. 6
Pariaman, Jawa Timur 83322",Jalan Rajiman,25816.4,"748",(Persero) Tbk,"85",S 243 NZQ,"2023-07-30",Y 678 EBB,"2025-03-26","2041-08-24","5933","6384",+62 (67) 156-9147,N,+62-12-983-9454,C,"2",Careers information officer,ysaefullah@example.org,"2"
"2025-05-19",10504800,PT Tampubolon Gunarto (Persero) Tbk,"2022-09-20","007/006",Jalan M.H Thamrin No. 30,"033-34-5371","85",Parepare,Indonesia,A,"8592222006597",(0414) 420 1803,Lampung,"1560","60466",Cytogeneticist,Ade,Tegal,"1996-10-07",M,CV Hidayat Mandasari (Persero) Tbk,Permanent,Health visitor,Single,SMA,Kristen,"1307273276008347",KTP,ID,Y,"3652","7500","2",PD Novitasari Halimah (Persero) Tbk,"Jalan Gedebage Selatan No. 671
Kendari, Banten 65836",Jalan Tebet Barat Dalam,2159.54,"493",(Persero) Tbk,"62",VN 1366 LR,"2021-05-23",YE 610 BR,"2021-03-09","2029-10-18","6634","4076",+62-0050-963-9947,N,"0834881460",C,"2","Surveyor, insurance",karmahandayani@example.com,"2"
"2025-05-19",10649349,PD Purnawati,"2020-07-10","005/009",Gang Peta No. 756,"440-50-1464","57",Denpasar,Indonesia,A,"3239295019761",+62-032-165-8087,Jawa Tengah,"5576","95912",Multimedia specialist,Salsabila,Tangerang,"1961-09-07",F,PT Latupono (Persero) Tbk,Contract,"Scientist, research (physical sciences)",Single,S1,Hindu,"8854016886656094",KTP,ID,N,"9993","8476","1",PT Suartini Budiyanto,"Gg. Otto Iskandardinata No. 29
Serang, KU 42018",Jalan Sentot Alibasa,67133.26,"351",(Persero) Tbk,"98",HD 7656 CYR,"2024-03-06",FI 865 DF,"2020-03-14","2050-03-06","9504","5306",+62-0841-019-5992,Y,+62 (24) 924-4406,C,"4",Podiatrist,situmorangkarimah@example.net,"3"
"2025-05-19",11425659,CV Mansur Habibi,"2023-09-23","001/009",Gang Cikutra Timur No. 3,"767-72-2753","17",Makassar,Indonesia,A,"4321172456051","082 080 8617",Sumatera Selatan,"4721","69956","Accountant, chartered",Paramita,Binjai,"1972-12-20",M,CV Maryati Tbk,Permanent,Private music teacher,Divorced,S2,Hindu,"8866044166514118",KTP,ID,N,"6030","8414","2",CV Saptono Mangunsong,"Jalan Merdeka No. 59
Sawahlunto, Kalimantan Barat 70727",Jl. Pasirkoja,55776.56,"963",Tbk,"11",C 137 XOE,"2020-06-08",WN 671 XC,"2023-04-14","2049-11-13","9269","3991",(0270) 224-1026,N,+62 (10) 830-8320,P,"2",Technical sales engineer,sihombingjabal@example.net,"3"
"2025-05-19",10006760,Perum Prakasa,"2024-06-30","004/001",Gg. Pacuan Kuda No. 189,"172-30-0880","26",Kediri,Indonesia,C,"3972988728771",+62-042-387-6809,Aceh,"6798","78888","Administrator, education",Ulya,Tangerang,"1990-08-09",M,UD Manullang Haryanti Tbk,Freelance,Animal nutritionist,Divorced,S2,Islam,"5802245025453747",KTP,ID,N,"9838","4775","1",Perum Uwais Maryadi Tbk,"Gg. Rajawali Timur No. 317
Kota Administrasi Jakarta Pusat, Nusa Tenggara Barat 95442",Jl. Pasirkoja,38072.74,"103",Tbk,"88",F 885 LW,"2022-10-26",A 217 QQT,"2020-10-25","2026-06-05","3713","4707","087 485 3159",Y,(046) 087-2547,C,"2",Research scientist (life sciences),psitompul@example.net,"2"
"2025-05-19",10213876,CV Habibi Samosir (Persero) Tbk,"2024-12-13","007/007",Gg. Ir. H. Djuanda No. 16,"742-80-6971","76",Padangpanjang,Indonesia,A,"5539284034769",(045) 440 6689,Maluku,"5072","55928",Dealer,Jasmin,Cilegon,"1994-06-09",M,PD Prastuti Pradipta,Permanent,"Accountant, chartered public finance",Married,SMA,Buddha,"7539036698858164",KTP,ID,Y,"4372","8264","1",PT Januar,"Jl. Ahmad Yani No. 3
Cimahi, BT 56572",Gg. Otto Iskandardinata,67551.57,"779",(Persero) Tbk,"42",XB 6191 CR,"2022-01-27",VI 6958 BW,"2020-04-09","2038-09-02","1176","2921",+62 (084) 047 7350,N,+62-0188-497-4163,P,"5","Education officer, environmental",elmasihotang@example.com,"2"
"2025-05-19",10330554,CV Pradana Anggraini Tbk,"2015-06-18","004/008",Gg. Ir. H. Djuanda No. 1,"510-81-9401","39",Bima,Indonesia,A,"8289130510271",+62-58-147-9605,Papua Barat,"9867","89958",Counselling psychologist,Hesti,Bandung,"1999-07-31",F,PD Permata Tbk,Permanent,Operations geologist,Single,S2,Hindu,"3450883896897186",KTP,ID,Y,"7250","5185","1",UD Napitupulu Tbk,"Jalan Kendalsari No. 46
Pariaman, KT 30030",Gang Dipenogoro,63062.94,"437",Tbk,"75",ZE 2530 HJ,"2021-01-10",UQ 194 ZU,"2020-02-07","2026-07-06","3759","8983",+62 (012) 952-0781,N,"0874146566",P,"5",Fast food restaurant manager,fgunawan@example.org,"1"
"2025-05-19",10217687,CV Uyainah Tbk,"2018-09-12","002/006",Jalan Pasir Koja No. 535,"360-95-4305","31",Ternate,Indonesia,C,"2284766009749",+62-91-261-9358,Gorontalo,"9102","66685","Merchandiser, retail",Cinthia,Bengkulu,"1996-05-26",F,Perum Salahudin (Persero) Tbk,Permanent,Barrister,Divorced,SMA,Hindu,"7521683823467628",KTP,ID,N,"5123","9320","2",Perum Suartini Tbk,"Gg. Sukajadi No. 5
Surakarta, KR 69775",Gang Cikutra Timur,42544.89,"857",(Persero) Tbk,"33",JA 522 BCY,"2025-03-17",J 150 AU,"2024-02-08","2041-01-09","6843","2361",+62 (94) 201-2172,Y,+62 (09) 434-2208,P,"4","Copywriter, advertising",cawisadi98@example.net,"1"
"2025-05-19",10104756,PD Hasanah Tbk,"2018-12-20","008/004",Jl. Cihampelas No. 307,"232-41-8078","76",Subulussalam,Indonesia,B,"6187749789535",+62 (58) 535-5995,Jambi,"5354","23626",International aid/development worker,Humaira,Kupang,"1976-04-06",F,PT Suwarno Permadi Tbk,Freelance,Conference centre manager,Divorced,S2,Buddha,"5674438851982902",KTP,ID,N,"1689","2766","1",CV Adriansyah Tbk,"Gang Suryakencana No. 442
Tidore Kepulauan, BE 93375",Jalan Dipenogoro,57986.93,"121",Tbk,"98",A 6395 QRA,"2024-06-05",K 0529 IL,"2023-04-23","2038-01-30","4909","6909",+62-0704-768-0985,N,(083) 505 1834,C,"1",Insurance account manager,najmudinvinsen@example.com,"2"
"2025-05-19",10281534,UD Usada Tbk,"2016-04-11","008/008",Jalan Kutai No. 03,"645-26-7010","74",Metro,Indonesia,C,"4021104549804",(006) 534 9309,Sulawesi Selatan,"1610","62257",Paediatric nurse,Zelaya,Dumai,"1980-06-19",F,PD Waluyo,Freelance,Audiological scientist,Single,SMA,Kristen,"6679226769265700",KTP,ID,N,"2618","5788","2",UD Lailasari Tbk,"Gang Sadang Serang No. 4
Padangpanjang, Kalimantan Barat 31931",Jl. Cihampelas,80387.63,"747",(Persero) Tbk,"59",V 773 BGR,"2024-08-29",B 789 OX,"2024-05-23","2029-07-30","5153","6875",(087) 066 6884,N,+62-316-509-8338,C,"2",Brewing technologist,amimandala@example.com,"2"
"2025-05-19",10706481,PT Santoso,"2016-04-21","008/001",Jalan Kutisari Selatan No. 469,"530-77-8539","42",Pariaman,Indonesia,B,"8439537258015",+62-0584-962-0032,Kalimantan Timur,"5311","31049",Animal technologist,Elisa,Binjai,"2000-10-09",M,PD Wahyuni Nasyiah,Freelance,Oceanographer,Divorced,S2,Hindu,"4614776506635260",KTP,ID,N,"3818","9189","1",PT Lestari,"Gang Siliwangi No. 05
Sorong, DKI Jakarta 61426",Jalan PHH. Mustofa,34042.56,"632",Tbk,"69",NP 041 PYW,"2020-09-26",Q 264 BB,"2025-04-03","2029-11-20","4728","6186",+62-597-489-5642,N,+62 (275) 317-7910,P,"1",Medical laboratory scientific officer,tasdiknatsir@example.com,"3"
"2025-05-19",10244549,UD Winarno Prasetyo (Persero) Tbk,"2023-10-30","007/006",Jalan Rajawali Timur No. 8,"623-10-0992","80",Tual,Indonesia,B,"242012776066",+62 (59) 578 7441,Gorontalo,"4050","60160","Conservation officer, nature",Uchita,Pekalongan,"1978-11-29",M,PT Laksmiwati Natsir,Contract,"Radiographer, diagnostic",Divorced,S1,Hindu,"8258878429738683",KTP,ID,N,"6922","3608","1",CV Hutagalung Tbk,"Jalan Kiaracondong No. 71
Batam, Sulawesi Barat 98991",Gg. Moch. Toha,32953.22,"115",(Persero) Tbk,"25",TJ 5097 CJL,"2022-01-13",GB 038 TQP,"2021-05-16","2050-05-06","6087","9292",+62 (0298) 527 0497,N,+62-0444-634-6474,P,"4","Teacher, adult education",ksirait@example.org,"3"
"2025-05-19",10037576,PT Hutasoit Budiman,"2016-07-29","002/004",Jl. Ciumbuleuit No. 8,"096-45-9583","12",Probolinggo,Indonesia,A,"2368866088232",+62-0511-395-2254,Lampung,"7629","44520",Medical illustrator,Mila,Gorontalo,"1964-10-26",M,PD Palastri Wahyuni (Persero) Tbk,Freelance,Banker,Married,S2,Hindu,"2198246040033691",KTP,ID,N,"2697","5815","1",CV Manullang,"Gg. Kebonjati No. 814
Kota Administrasi Jakarta Utara, KB 75745",Gang Suryakencana,33059.79,"231",(Persero) Tbk,"57",YH 0165 YUG,"2022-03-25",ML 5916 OQC,"2023-04-29","2038-05-24","1668","5028",+62 (172) 864 2136,Y,+62-017-147-2229,C,"1",Herpetologist,himawan19@example.com,"2"
"2025-05-19",11316530,PT Winarno Tbk,"2020-04-27","004/004",Gg. Pasteur No. 085,"744-29-8483","32",Surakarta,Indonesia,A,"2079619909798",(059) 131-1870,Sumatera Utara,"8214","94920",Psychiatric nurse,Padma,Magelang,"1989-11-03",M,Perum Zulaika (Persero) Tbk,Permanent,"Pharmacist, hospital",Single,S1,Kristen,"1187118688102116",KTP,ID,N,"8191","7791","1",PT Anggraini Sinaga Tbk,"Gang Yos Sudarso No. 8
Bitung, SN 03852",Gang Kendalsari,41820.03,"869",Tbk,"67",C 150 KJ,"2023-05-24",C 1167 DRR,"2024-07-20","2043-01-18","7547","7342",+62-480-851-4966,N,(0571) 695 4023,C,"3",Chief Marketing Officer,kamalnashiruddin@example.net,"2"
"2025-05-19",11218156,Perum Napitupulu Suryatmi Tbk,"2025-05-18","006/006",Jalan Merdeka No. 9,"839-46-7602","31",Banjar,Indonesia,B,"6845122402387","0893038147",Riau,"9853","56802",Arts development officer,Ika,Samarinda,"1986-05-02",M,PD Megantara Pratiwi,Freelance,"Designer, multimedia",Single,S1,Kristen,"5848355774144752",KTP,ID,Y,"2583","9314","2",UD Purnawati Tamba,"Jalan Gedebage Selatan No. 985
Denpasar, Sulawesi Tengah 72066",Gang Pelajar Pejuang,54000.63,"108",(Persero) Tbk,"78",S 3753 PGA,"2024-01-08",L 0883 ZW,"2020-01-13","2040-01-05","4732","6707","0829481704",Y,(072) 942-7919,C,"3",Building control surveyor,cprabowo@example.net,"3"
"2025-05-19",10369489,PT Santoso,"2022-12-28","001/008",Jl. Ahmad Dahlan No. 8,"728-22-3500","80",Salatiga,Indonesia,B,"877015242443",+62 (002) 993 2103,Riau,"9145","87471",Public house manager,Safina,Bandung,"1961-10-18",F,UD Widiastuti Saptono,Permanent,Data processing manager,Single,SMA,Buddha,"6857178151443786",KTP,ID,Y,"6695","8809","1",PT Rahmawati Mulyani (Persero) Tbk,"Jl. Pelajar Pejuang No. 071
Probolinggo, Kalimantan Tengah 54508",Gg. KH Amin Jasuta,7313.91,"363",Tbk,"9",QL 9748 RD,"2024-09-09",N 4822 UO,"2021-08-13","2032-03-12","5523","5128","0864250464",Y,(0174) 265 8840,C,"4",Orthoptist,jhutasoit@example.com,"3"
"2025-05-19",11088201,PT Hutasoit (Persero) Tbk,"2022-09-29","003/007",Jl. KH Amin Jasuta No. 18,"108-13-6709","28",Palu,Indonesia,C,"2109692621684",(0202) 063-1410,Jawa Barat,"8407","50609",Health visitor,Hamima,Denpasar,"1999-03-13",F,UD Ardianto Tbk,Contract,Press photographer,Single,S2,Buddha,"7902219222578525",KTP,ID,N,"1111","1867","2",UD Maulana Pertiwi Tbk,"Gg. Erlangga No. 731
Bandung, Sulawesi Selatan 44620",Gg. Peta,59157.32,"794",Tbk,"10",P 1673 CST,"2022-05-24",UC 114 IE,"2020-03-17","2042-02-24","2042","9679","0813664929",N,+62-70-383-9427,P,"2",Colour technologist,kartamegantara@example.com,"1"
"2025-05-19",10760601,PT Agustina Widiastuti Tbk,"2025-01-20","003/003",Jl. Raya Setiabudhi No. 7,"818-98-1594","4",Tebingtinggi,Indonesia,C,"48952414345",(046) 639-7180,DKI Jakarta,"9109","25663",Corporate treasurer,Uchita,Meulaboh,"1973-06-27",F,UD Lailasari Tamba,Permanent,Technical sales engineer,Single,S1,Buddha,"4671105278498613",KTP,ID,N,"8772","3269","2",Perum Saputra Riyanti Tbk,"Gang Veteran No. 66
Metro, RI 49134",Gg. Indragiri,19115.97,"319",Tbk,"46",G 221 FJ,"2023-08-07",X 2442 LG,"2021-01-07","2036-10-17","3906","8051",(010) 049 8359,N,+62-005-819-8365,C,"1",Call centre manager,raharja90@example.com,"1"
"2025-05-19",10823311,Perum Pradana,"2023-07-26","005/007",Jalan Wonoayu No. 90,"038-42-7518","26",Tual,Indonesia,A,"1080750950354",+62 (136) 402-9422,Banten,"6754","94833","Surveyor, mining",Juli,Ambon,"1972-05-22",M,CV Kuswoyo,Contract,Media buyer,Married,SMA,Hindu,"8920040040528893",KTP,ID,Y,"1969","7113","1",Perum Tamba Tbk,"Gg. Gardujati No. 65
Jambi, Papua Barat 18117",Jl. Gegerkalong Hilir,17682.8,"987",(Persero) Tbk,"68",EW 361 LGR,"2022-06-10",W 1792 WT,"2020-08-07","2048-08-22","1206","1076",(051) 481-1146,N,"0872611737",C,"3","Administrator, education",dipawahyudin@example.org,"1"
"2025-05-19",10788514,UD Gunarto (Persero) Tbk,"2021-07-18","006/002",Gang Merdeka No. 312,"121-26-1221","23",Lhokseumawe,Indonesia,A,"4666291362153",+62 (0406) 014 6120,Nusa Tenggara Barat,"9162","33827",Surgeon,Ika,Kota Administrasi Jakarta Pusat,"1990-02-13",M,CV Safitri (Persero) Tbk,Contract,"Physicist, medical",Single,S2,Kristen,"4370207578366852",KTP,ID,Y,"8220","3908","1",PT Kuswandari,"Jl. Soekarno Hatta No. 336
Batam, ST 18007",Gang Soekarno Hatta,81621.79,"456",(Persero) Tbk,"4",K 3868 IQX,"2023-03-13",E 879 GVK,"2020-01-07","2037-11-18","1635","9807",+62-73-090-7294,Y,"085 636 6673",C,"3",Chief Technology Officer,nataliawaskita@example.net,"1"
"2025-05-19",10568006,Perum Widodo Prayoga,"2018-11-08","006/003",Gang Rajiman No. 112,"086-37-3226","76",Sibolga,Indonesia,C,"9394272828815",(059) 604-0287,Lampung,"3742","23070",Industrial/product designer,Michelle,Banda Aceh,"1985-07-20",F,Perum Hutapea (Persero) Tbk,Permanent,Film/video editor,Divorced,SMA,Hindu,"5095276819471239",KTP,ID,N,"8338","2906","1",PD Nurdiyanti (Persero) Tbk,"Jalan Moch. Ramdan No. 06
Jambi, Kalimantan Utara 96062",Jalan R.E Martadinata,34496.05,"375",(Persero) Tbk,"19",TD 478 TES,"2024-01-02",L 5603 ZI,"2021-01-13","2048-06-17","4923","9040","0868659279",Y,+62 (0812) 964-5482,C,"1",Psychiatrist,kmaheswara@example.net,"2"
"2025-05-19",11372874,Perum Hutapea (Persero) Tbk,"2025-05-15","001/008",Jl. Surapati No. 47,"483-21-9478","85",Bitung,Indonesia,C,"4014708231961",(0258) 828-4427,Jambi,"2618","78136","Runner, broadcasting/film/video",Zulfa,Kota Administrasi Jakarta Selatan,"1983-12-13",M,Perum Iswahyudi (Persero) Tbk,Freelance,Special effects artist,Divorced,S1,Buddha,"5921365757279371",KTP,ID,Y,"5629","6248","1",PT Marpaung (Persero) Tbk,"Gang Soekarno Hatta No. 36
Bitung, SS 70470",Jl. Erlangga,45342.55,"203",(Persero) Tbk,"38",LA 821 MZ,"2021-03-02",H 139 LQ,"2025-05-10","2048-10-13","7984","7623",(0951) 962 4524,N,+62-055-897-2359,C,"1",Biomedical scientist,nasrullah22@example.net,"2"
"2025-05-19",10180730,Perum Farida Laksmiwati,"2015-12-11","001/008",Gang Setiabudhi No. 5,"322-37-2230","14",Bandung,Indonesia,B,"4872912989673",+62-0537-063-2300,DI Yogyakarta,"8931","89909",Prison officer,Chelsea,Manado,"1991-11-02",F,CV Mustofa Riyanti Tbk,Contract,Communications engineer,Married,S1,Islam,"8487298493843041",KTP,ID,Y,"4081","2461","2",PD Mahendra Hidayanto Tbk,"Gang Laswi No. 47
Kendari, BA 66386",Jl. Sukajadi,89317.16,"766",Tbk,"74",V 405 OKQ,"2021-12-04",R 585 URN,"2021-07-20","2032-09-20","9893","3840","088 761 7274",N,(000) 341-0588,P,"5",Drilling engineer,pdabukke@example.com,"1"
"2025-05-19",10622475,PD Irawan,"2019-12-16","001/005",Gang Antapani Lama No. 970,"438-35-4226","50",Tanjungbalai,Indonesia,A,"1253461155524",+62-27-820-1581,Jambi,"6763","80485",Estate manager/land agent,Ana,Serang,"1983-03-31",M,PT Hutagalung Fujiati,Freelance,Web designer,Married,S2,Kristen,"4340086581995164",KTP,ID,Y,"4514","2616","2",PT Thamrin (Persero) Tbk,"Gang Cikutra Barat No. 9
Bandar Lampung, Sulawesi Utara 37667",Jl. Sukajadi,95046.47,"914",(Persero) Tbk,"29",BK 6405 WB,"2020-10-23",R 401 HFR,"2022-07-02","2035-12-03","6247","2195",+62-079-043-8935,Y,+62-0173-246-1552,C,"2","Designer, fashion/clothing",samiah11@example.org,"3"
"2025-05-19",10122896,PT Sihombing (Persero) Tbk,"2017-09-24","001/001",Gg. Soekarno Hatta No. 3,"336-82-2859","49",Kendari,Indonesia,A,"9688560694568",+62 (0709) 319 5799,Sulawesi Selatan,"2905","48068",Lawyer,Padmi,Denpasar,"2002-05-24",M,Perum Ramadan Rajasa,Permanent,Translator,Divorced,S1,Kristen,"4512050537046657",KTP,ID,Y,"7091","7585","1",Perum Pratama (Persero) Tbk,"Gang S. Parman No. 49
Ternate, JI 07714",Gang BKR,16436.97,"614",(Persero) Tbk,"32",AC 3769 CQ,"2020-07-28",Q 898 CZ,"2020-10-29","2050-01-11","5230","7927",+62-0780-110-4708,N,+62 (0444) 532 5672,P,"3",Chartered public finance accountant,pratiwiwidya@example.com,"2"
"2025-05-19",10731932,PT Ardianto,"2025-01-17","001/007",Jalan Surapati No. 82,"073-53-5595","53",Bekasi,Indonesia,B,"6200088887641",+62 (0377) 222-8556,Kalimantan Selatan,"5556","34837",Careers information officer,Zaenab,Salatiga,"1975-02-21",F,UD Nasyiah (Persero) Tbk,Contract,Armed forces operational officer,Divorced,SMA,Buddha,"7269024639081649",KTP,ID,N,"3111","4653","1",CV Megantara Hariyah Tbk,"Gg. Waringin No. 31
Balikpapan, Jawa Timur 37593",Gg. R.E Martadinata,64122.11,"119",Tbk,"21",W 494 LVC,"2020-05-02",P 723 IN,"2024-12-30","2041-12-19","9004","2089","088 118 8210",Y,(0605) 955 8704,C,"2",Cytogeneticist,ivan77@example.com,"3"
"2025-05-19",11027845,PD Prayoga Mustofa Tbk,"2019-12-29","005/007",Jalan Rajiman No. 287,"220-97-8118","37",Gorontalo,Indonesia,C,"5712166296682",(0342) 890-4268,Maluku Utara,"5693","47316","Horticulturist, amenity",Icha,Ambon,"2002-04-13",F,Perum Novitasari Permata Tbk,Permanent,Risk manager,Single,S1,Kristen,"1779154098284273",KTP,ID,N,"4289","3082","1",CV Hidayanto Oktaviani,"Jl. Pelajar Pejuang No. 21
Sibolga, Maluku Utara 48564",Jalan Peta,47426.74,"112",Tbk,"15",FI 4416 AY,"2021-11-01",N 641 XVW,"2024-02-21","2028-04-01","4746","1623",+62-003-379-0474,N,+62 (12) 066 0580,P,"1",Social worker,raihan90@example.org,"3"
"2025-05-19",11303091,PD Habibi,"2023-11-24","002/004",Jalan Pelajar Pejuang No. 075,"241-03-9200","56",Pangkalpinang,Indonesia,C,"2696673495860",+62 (050) 085 8549,DI Yogyakarta,"7076","67423","Horticulturist, amenity",Shakila,Malang,"1963-12-22",M,PD Padmasari Narpati (Persero) Tbk,Contract,Customer service manager,Divorced,SMA,Kristen,"2895398138422308",KTP,ID,N,"1716","1232","1",PT Suartini Simanjuntak (Persero) Tbk,"Jalan Monginsidi No. 70
Pekalongan, KU 20164",Gang Rawamangun,34793.4,"974",(Persero) Tbk,"33",HE 196 VKR,"2021-10-10",R 0043 CH,"2023-04-07","2031-04-07","3875","6736",+62 (691) 539-3058,N,+62 (087) 624 0466,P,"1",Chief Executive Officer,haryantobagiya@example.com,"2"
"2025-05-19",11368127,Perum Situmorang,"2024-01-04","007/003",Jalan Ahmad Dahlan No. 3,"733-20-9404","38",Madiun,Indonesia,C,"6614501818785",+62-037-436-1251,Lampung,"2042","39522",Dietitian,Vanya,Bengkulu,"1995-02-22",M,CV Saragih,Freelance,Biomedical scientist,Single,S1,Buddha,"8848305517834711",KTP,ID,N,"2136","5026","2",CV Hidayat (Persero) Tbk,"Gg. Laswi No. 060
Sungai Penuh, Jawa Timur 95737",Gang Bangka Raya,56128.46,"147",Tbk,"71",A 520 RSJ,"2024-01-27",YK 037 TI,"2023-04-11","2035-04-20","6202","1929",+62 (0133) 098-4552,Y,+62 (55) 494 2285,P,"4",Building services engineer,cemplunk36@example.net,"3"
"2025-05-19",11118011,CV Tampubolon Sihotang,"2024-05-11","009/001",Jl. Lembong No. 3,"669-28-0177","80",Pagaralam,Indonesia,C,"3111372367908",+62 (13) 522-1111,Sumatera Utara,"3783","52160",Textile designer,Ana,Surabaya,"1962-09-13",F,Perum Purnawati Prabowo (Persero) Tbk,Permanent,"Engineer, maintenance",Single,SMA,Kristen,"4433663169741953",KTP,ID,Y,"1957","7349","1",Perum Yolanda,"Gg. Asia Afrika No. 082
Surabaya, Sumatera Selatan 81433",Gang Jend. Sudirman,85843.3,"781",(Persero) Tbk,"81",Q 5887 WRA,"2024-02-18",QB 8790 ON,"2021-07-08","2035-11-21","1576","9938",+62 (0644) 235-9864,Y,"084 092 7029",P,"4",Architect,qwahyudin@example.org,"3"
"2025-05-19",10194959,UD Puspasari Padmasari,"2024-10-10","007/005",Gg. Rawamangun No. 89,"564-27-6581","88",Sukabumi,Indonesia,C,"5965866814034","0845453679",Kalimantan Selatan,"7336","68939",Drilling engineer,Lidya,Jambi,"1977-02-09",M,PD Hakim (Persero) Tbk,Freelance,Building surveyor,Married,S2,Hindu,"9828233744875816",KTP,ID,N,"8850","3509","2",UD Rahayu Waluyo Tbk,"Gang Sukajadi No. 84
Pontianak, Nusa Tenggara Timur 10706",Jl. Pasir Koja,54109.01,"369",(Persero) Tbk,"29",FV 596 GU,"2020-02-05",LQ 2295 KL,"2020-03-12","2046-08-23","3365","5699",+62 (0436) 048-8486,Y,+62 (081) 745 7576,C,"3","Scientist, research (medical)",sakayulianti@example.org,"1"
"2025-05-19",10437447,Perum Wastuti Budiman (Persero) Tbk,"2024-01-03","006/001",Jl. Merdeka No. 59,"717-98-0575","56",Pangkalpinang,Indonesia,B,"6743340970555",+62-13-334-3172,Sumatera Barat,"3359","15577",Homeopath,Sarah,Tanjungpinang,"1974-08-17",F,Perum Mayasari,Contract,Market researcher,Divorced,S2,Kristen,"4622976659135101",KTP,ID,Y,"6782","4409","2",UD Damanik Maulana,"Jl. Rumah Sakit No. 8
Bukittinggi, PB 23107",Gang Waringin,42692.92,"428",Tbk,"59",EB 2011 LJ,"2024-05-29",MQ 2634 FP,"2020-05-23","2029-01-31","8410","8272","088 149 7741",N,"0818271513",C,"3",Clinical molecular geneticist,ellis28@example.net,"2"
"2025-05-19",11360574,PD Agustina Prasetya,"2019-12-22","006/007",Gang Moch. Ramdan No. 71,"545-89-8662","18",Subulussalam,Indonesia,C,"5473745714727",+62 (0793) 198 0712,Kalimantan Utara,"9682","36989",Energy manager,Lintang,Pekanbaru,"1966-05-25",M,PT Sitompul Thamrin,Permanent,Geophysicist/field seismologist,Divorced,SMA,Kristen,"8868744935175331",KTP,ID,N,"8591","9981","2",CV Farida Prasasta,"Gg. Tebet Barat Dalam No. 458
Bau-Bau, KT 43235",Gg. Pacuan Kuda,38106.85,"315",(Persero) Tbk,"28",OK 8400 YKI,"2022-05-28",CZ 997 AZ,"2025-01-09","2050-01-23","7436","3315","088 576 0196",N,(067) 939-9278,P,"5","Engineer, broadcasting (operations)",tuyainah@example.org,"3"
"2025-05-19",10429075,Perum Maryati Riyanti (Persero) Tbk,"2025-01-09","008/005",Jl. Yos Sudarso No. 9,"524-31-3987","80",Balikpapan,Indonesia,B,"3624083195264",(074) 456 3225,Bali,"1833","36137",Medical secretary,Ina,Pangkalpinang,"1994-12-04",M,Perum Puspita (Persero) Tbk,Contract,Minerals surveyor,Divorced,SMA,Buddha,"5661233247009245",KTP,ID,N,"3954","8257","1",UD Kuswandari Tbk,"Jl. Jayawijaya No. 2
Langsa, Kalimantan Timur 14243",Jl. Pacuan Kuda,69702.99,"396",Tbk,"73",VI 884 TF,"2020-04-08",TY 7385 NK,"2021-12-27","2047-09-22","3823","5478",(0512) 207 2159,Y,"0805602224",C,"5",Research scientist (life sciences),pradiptagandi@example.net,"1"
"2025-05-19",10604711,CV Nainggolan,"2023-04-09","003/007",Gg. Jayawijaya No. 09,"704-53-4551","41",Samarinda,Indonesia,B,"8555079320082",+62 (44) 913 0610,Sumatera Selatan,"5025","27112",Metallurgist,Jamalia,Banjarmasin,"1978-05-23",F,Perum Nainggolan,Contract,Orthoptist,Divorced,S2,Islam,"1874282152017877",KTP,ID,Y,"2404","1351","1",PT Wibowo Tbk,"Jl. Monginsidi No. 224
Jayapura, Jawa Timur 01023",Jl. Jamika,92097.01,"891",(Persero) Tbk,"7",SS 858 UVE,"2021-01-09",F 5022 PH,"2020-11-06","2035-07-11","6431","2473",+62 (061) 019 9532,N,+62 (005) 978 4281,C,"2",Hospital doctor,raisasinaga@example.org,"3"
